"sub","id","trial","high","phigh","low","medium","risky.choice"
14,30,26,3,0.91,-7.7,1.4,0
14,48,27,18.2,0.98,6.9,18.1,0
14,15,28,-8.9,0.08,-26.3,-25.4,1
14,6,29,-6.3,0.99,-15.7,-6.4,0
14,18,30,-4,0.2,-9.3,-8.1,1
14,58,31,20.8,0.99,8.9,20.7,0
14,2,32,-0.9,0.95,-4.2,-1,0
14,9,33,-5.7,0.95,-16.3,-6.1,1
14,42,34,17.9,0.92,7.2,17.1,0
14,3,35,-6.3,0.3,-15.2,-12.2,0
14,14,36,-8.8,0.6,-19.5,-15.5,1
14,46,37,17.1,0.1,6.9,8,0
14,19,38,-6.5,0.9,-17.5,-8.4,1
14,52,39,3.5,0.09,0.1,0.5,0
14,32,40,6.7,0.93,-5,5.6,0
14,11,41,-1.2,0.02,-12.3,-12.1,1
14,23,42,7.3,0.8,-3.6,5.6,0
14,22,43,9.6,0.91,-6.4,8.7,0
14,60,44,8,0.92,0.8,7.7,0
14,54,45,16.5,0.01,6.9,7,0
14,27,46,1.6,0.93,-8.3,1.2,0
14,53,47,25.7,0.1,8.1,11.5,0
14,50,48,5.8,0.04,2.7,2.8,1
14,33,49,7.3,0.96,-8.5,6.8,0
14,39,50,7.4,0.3,-8.2,-6.9,1
14,35,51,3,0.93,-7.2,2.2,0
14,43,52,22.9,0.06,9.6,9.2,1
14,17,53,-9.7,0.1,-24.7,-23.8,0
14,29,54,7.9,0.92,-2.3,7,0
14,37,55,2.1,0.8,-8.4,1.3,0
14,24,56,9.2,0.05,-9.5,-7.5,0
14,34,57,1.3,0.05,-4.3,-4.1,1
14,31,58,6.7,0.95,-1.8,6.4,0
14,25,59,7.4,0.02,-6.6,-6.4,1
14,47,60,24.3,0.04,9.7,10.6,1
15,52,1,3.5,0.09,0.1,0.5,0
15,11,2,-1.2,0.02,-12.3,-12.1,1
15,48,3,18.2,0.98,6.9,18.1,1
15,30,4,3,0.91,-7.7,1.4,1
15,50,5,5.8,0.04,2.7,2.8,0
15,54,6,16.5,0.01,6.9,7,0
15,60,7,8,0.92,0.8,7.7,1
15,1,8,-0.3,0.96,-2.1,-0.3,0
15,9,9,-5.7,0.95,-16.3,-6.1,1
15,41,10,18.8,0.8,7.6,15.5,1
15,24,11,9.2,0.05,-9.5,-7.5,1
15,43,12,22.9,0.06,9.6,9.2,0
15,39,13,7.4,0.3,-8.2,-6.9,1
15,28,14,5.9,0.8,-0.8,4.6,1
15,10,15,-1.5,0.92,-6.4,-1.8,0
15,40,16,6,0.98,-1.3,5.9,1
15,22,17,9.6,0.91,-6.4,8.7,0
15,49,18,13.4,0.5,3.8,9.9,0
15,2,19,-0.9,0.95,-4.2,-1,1
15,33,20,7.3,0.96,-8.5,6.8,0
15,35,21,3,0.93,-7.2,2.2,0
15,5,22,-1.7,0.9,-3.9,-1.9,1
15,57,23,11.5,0.6,3.7,7.9,0
15,42,24,17.9,0.92,7.2,17.1,1
15,20,25,-4.3,0.6,-16.1,-4.5,0
15,51,26,13.1,0.94,3.8,12.8,1
15,3,27,-6.3,0.3,-15.2,-12.2,1
15,8,28,-0.7,0.1,-6.5,-6,1
15,26,29,6.4,0.05,-5.3,-4.9,1
15,13,30,-2,0.05,-10.4,-9.4,1
15,23,31,7.3,0.8,-3.6,5.6,1
15,29,32,7.9,0.92,-2.3,7,1
15,14,33,-8.8,0.6,-19.5,-15.5,1
15,56,34,26.5,0.94,8.3,25.2,1
15,58,35,20.8,0.99,8.9,20.7,1
15,6,36,-6.3,0.99,-15.7,-6.4,1
15,55,37,11.4,0.97,1.9,11,1
15,18,38,-4,0.2,-9.3,-8.1,1
15,19,39,-6.5,0.9,-17.5,-8.4,1
15,46,40,17.1,0.1,6.9,8,0
15,7,41,-5.6,0.7,-20.2,-11.7,1
15,17,42,-9.7,0.1,-24.7,-23.8,1
15,47,43,24.3,0.04,9.7,10.6,1
15,4,44,-10,0.2,-29.2,-25.6,1
15,15,45,-8.9,0.08,-26.3,-25.4,1
15,45,46,2.8,0.8,1,2.2,1
15,32,47,6.7,0.93,-5,5.6,0
15,59,48,10.1,0.3,4.2,6,0
15,53,49,25.7,0.1,8.1,11.5,0
15,31,50,6.7,0.95,-1.8,6.4,0
15,34,51,1.3,0.05,-4.3,-4.1,1
15,12,52,-5.4,0.94,-16.8,-6.4,0
15,27,53,1.6,0.93,-8.3,1.2,0
15,16,54,-7.1,0.07,-19.6,-18.7,0
15,44,55,10,0.96,1.7,9.9,0
15,38,56,6.7,0.07,-6.2,-5.1,1
15,25,57,7.4,0.02,-6.6,-6.4,1
15,21,58,2,0.1,-5.7,-4.6,1
15,36,59,5,0.08,-9.1,-7.9,1
15,37,60,2.1,0.8,-8.4,1.3,0
16,51,1,13.1,0.94,3.8,12.8,0
16,34,2,1.3,0.05,-4.3,-4.1,0
16,38,3,6.7,0.07,-6.2,-5.1,1
16,37,4,2.1,0.8,-8.4,1.3,0
16,42,5,17.9,0.92,7.2,17.1,0
16,12,6,-5.4,0.94,-16.8,-6.4,1
16,10,7,-1.5,0.92,-6.4,-1.8,0
16,55,8,11.4,0.97,1.9,11,0
16,60,9,8,0.92,0.8,7.7,0
16,49,10,13.4,0.5,3.8,9.9,0
16,28,11,5.9,0.8,-0.8,4.6,0
16,43,12,22.9,0.06,9.6,9.2,1
16,4,13,-10,0.2,-29.2,-25.6,1
16,15,14,-8.9,0.08,-26.3,-25.4,1
16,24,15,9.2,0.05,-9.5,-7.5,1
16,31,16,6.7,0.95,-1.8,6.4,0
16,18,17,-4,0.2,-9.3,-8.1,1
16,47,18,24.3,0.04,9.7,10.6,1
16,48,19,18.2,0.98,6.9,18.1,0
16,8,20,-0.7,0.1,-6.5,-6,1
16,25,21,7.4,0.02,-6.6,-6.4,1
16,29,22,7.9,0.92,-2.3,7,0
16,41,23,18.8,0.8,7.6,15.5,0
16,16,24,-7.1,0.07,-19.6,-18.7,1
16,20,25,-4.3,0.6,-16.1,-4.5,0
16,1,26,-0.3,0.96,-2.1,-0.3,1
16,59,27,10.1,0.3,4.2,6,0
16,13,28,-2,0.05,-10.4,-9.4,1
16,19,29,-6.5,0.9,-17.5,-8.4,0
16,21,30,2,0.1,-5.7,-4.6,1
16,27,31,1.6,0.93,-8.3,1.2,0
16,56,32,26.5,0.94,8.3,25.2,0
16,26,33,6.4,0.05,-5.3,-4.9,1
16,32,34,6.7,0.93,-5,5.6,0
16,11,35,-1.2,0.02,-12.3,-12.1,1
16,30,36,3,0.91,-7.7,1.4,0
16,57,37,11.5,0.6,3.7,7.9,0
16,5,38,-1.7,0.9,-3.9,-1.9,0
16,14,39,-8.8,0.6,-19.5,-15.5,1
16,7,40,-5.6,0.7,-20.2,-11.7,1
16,23,41,7.3,0.8,-3.6,5.6,0
16,53,42,25.7,0.1,8.1,11.5,0
16,33,43,7.3,0.96,-8.5,6.8,0
16,40,44,6,0.98,-1.3,5.9,0
16,44,45,10,0.96,1.7,9.9,0
16,36,46,5,0.08,-9.1,-7.9,1
16,2,47,-0.9,0.95,-4.2,-1,0
16,46,48,17.1,0.1,6.9,8,1
16,3,49,-6.3,0.3,-15.2,-12.2,1
16,50,50,5.8,0.04,2.7,2.8,1
16,45,51,2.8,0.8,1,2.2,0
16,6,52,-6.3,0.99,-15.7,-6.4,0
16,22,53,9.6,0.91,-6.4,8.7,0
16,54,54,16.5,0.01,6.9,7,1
16,17,55,-9.7,0.1,-24.7,-23.8,1
16,52,56,3.5,0.09,0.1,0.5,0
16,58,57,20.8,0.99,8.9,20.7,0
16,35,58,3,0.93,-7.2,2.2,0
16,9,59,-5.7,0.95,-16.3,-6.1,0
16,39,60,7.4,0.3,-8.2,-6.9,1
17,35,1,3,0.93,-7.2,2.2,0
17,38,2,6.7,0.07,-6.2,-5.1,1
17,47,3,24.3,0.04,9.7,10.6,1
17,11,4,-1.2,0.02,-12.3,-12.1,1
17,56,5,26.5,0.94,8.3,25.2,0
17,53,6,25.7,0.1,8.1,11.5,0
17,5,7,-1.7,0.9,-3.9,-1.9,0
17,18,8,-4,0.2,-9.3,-8.1,1
17,19,9,-6.5,0.9,-17.5,-8.4,1
17,8,10,-0.7,0.1,-6.5,-6,1
17,41,11,18.8,0.8,7.6,15.5,0
17,26,12,6.4,0.05,-5.3,-4.9,1
17,27,13,1.6,0.93,-8.3,1.2,1
17,14,14,-8.8,0.6,-19.5,-15.5,1
17,12,15,-5.4,0.94,-16.8,-6.4,0
17,1,16,-0.3,0.96,-2.1,-0.3,0
17,6,17,-6.3,0.99,-15.7,-6.4,0
17,37,18,2.1,0.8,-8.4,1.3,0
17,23,19,7.3,0.8,-3.6,5.6,0
17,50,20,5.8,0.04,2.7,2.8,1
17,15,21,-8.9,0.08,-26.3,-25.4,1
17,43,22,22.9,0.06,9.6,9.2,1
17,34,23,1.3,0.05,-4.3,-4.1,1
17,3,24,-6.3,0.3,-15.2,-12.2,1
17,49,25,13.4,0.5,3.8,9.9,0
17,21,26,2,0.1,-5.7,-4.6,1
17,59,27,10.1,0.3,4.2,6,1
17,29,28,7.9,0.92,-2.3,7,0
17,17,29,-9.7,0.1,-24.7,-23.8,1
17,4,30,-10,0.2,-29.2,-25.6,1
17,54,31,16.5,0.01,6.9,7,1
17,10,32,-1.5,0.92,-6.4,-1.8,1
17,30,33,3,0.91,-7.7,1.4,1
17,39,34,7.4,0.3,-8.2,-6.9,1
17,20,35,-4.3,0.6,-16.1,-4.5,0
17,31,36,6.7,0.95,-1.8,6.4,0
17,42,37,17.9,0.92,7.2,17.1,0
17,32,38,6.7,0.93,-5,5.6,0
17,46,39,17.1,0.1,6.9,8,1
17,60,40,8,0.92,0.8,7.7,0
17,24,41,9.2,0.05,-9.5,-7.5,1
17,40,42,6,0.98,-1.3,5.9,0
17,13,43,-2,0.05,-10.4,-9.4,1
17,57,44,11.5,0.6,3.7,7.9,1
17,2,45,-0.9,0.95,-4.2,-1,0
17,28,46,5.9,0.8,-0.8,4.6,0
17,45,47,2.8,0.8,1,2.2,0
17,55,48,11.4,0.97,1.9,11,0
17,33,49,7.3,0.96,-8.5,6.8,0
17,51,50,13.1,0.94,3.8,12.8,0
17,44,51,10,0.96,1.7,9.9,0
17,25,52,7.4,0.02,-6.6,-6.4,1
17,22,53,9.6,0.91,-6.4,8.7,0
17,36,54,5,0.08,-9.1,-7.9,0
17,7,55,-5.6,0.7,-20.2,-11.7,0
17,9,56,-5.7,0.95,-16.3,-6.1,0
17,58,57,20.8,0.99,8.9,20.7,0
17,48,58,18.2,0.98,6.9,18.1,0
17,16,59,-7.1,0.07,-19.6,-18.7,1
17,52,60,3.5,0.09,0.1,0.5,1
18,5,1,-1.7,0.9,-3.9,-1.9,0
18,50,2,5.8,0.04,2.7,2.8,0
18,53,3,25.7,0.1,8.1,11.5,0
18,12,4,-5.4,0.94,-16.8,-6.4,0
18,37,5,2.1,0.8,-8.4,1.3,1
18,13,6,-2,0.05,-10.4,-9.4,0
18,7,7,-5.6,0.7,-20.2,-11.7,1
18,14,8,-8.8,0.6,-19.5,-15.5,1
18,31,9,6.7,0.95,-1.8,6.4,0
18,1,10,-0.3,0.96,-2.1,-0.3,0
18,16,11,-7.1,0.07,-19.6,-18.7,0
18,22,12,9.6,0.91,-6.4,8.7,1
18,9,13,-5.7,0.95,-16.3,-6.1,1
18,3,14,-6.3,0.3,-15.2,-12.2,0
18,42,15,17.9,0.92,7.2,17.1,1
18,4,16,-10,0.2,-29.2,-25.6,0
18,18,17,-4,0.2,-9.3,-8.1,1
18,25,18,7.4,0.02,-6.6,-6.4,1
18,10,19,-1.5,0.92,-6.4,-1.8,0
18,11,20,-1.2,0.02,-12.3,-12.1,1
18,6,21,-6.3,0.99,-15.7,-6.4,1
18,40,22,6,0.98,-1.3,5.9,1
18,58,23,20.8,0.99,8.9,20.7,1
18,55,24,11.4,0.97,1.9,11,1
18,52,25,3.5,0.09,0.1,0.5,0
18,49,26,13.4,0.5,3.8,9.9,0
18,38,27,6.7,0.07,-6.2,-5.1,1
18,54,28,16.5,0.01,6.9,7,1
18,46,29,17.1,0.1,6.9,8,0
18,47,30,24.3,0.04,9.7,10.6,0
18,23,31,7.3,0.8,-3.6,5.6,0
18,2,32,-0.9,0.95,-4.2,-1,0
18,27,33,1.6,0.93,-8.3,1.2,1
18,28,34,5.9,0.8,-0.8,4.6,0
18,56,35,26.5,0.94,8.3,25.2,1
18,15,36,-8.9,0.08,-26.3,-25.4,0
18,32,37,6.7,0.93,-5,5.6,1
18,34,38,1.3,0.05,-4.3,-4.1,1
18,48,39,18.2,0.98,6.9,18.1,1
18,17,40,-9.7,0.1,-24.7,-23.8,1
18,8,41,-0.7,0.1,-6.5,-6,1
18,30,42,3,0.91,-7.7,1.4,1
18,60,43,8,0.92,0.8,7.7,1
18,24,44,9.2,0.05,-9.5,-7.5,0
18,41,45,18.8,0.8,7.6,15.5,1
18,44,46,10,0.96,1.7,9.9,0
18,36,47,5,0.08,-9.1,-7.9,0
18,59,48,10.1,0.3,4.2,6,0
18,26,49,6.4,0.05,-5.3,-4.9,0
18,39,50,7.4,0.3,-8.2,-6.9,0
18,35,51,3,0.93,-7.2,2.2,1
18,20,52,-4.3,0.6,-16.1,-4.5,0
18,19,53,-6.5,0.9,-17.5,-8.4,1
18,45,54,2.8,0.8,1,2.2,1
18,57,55,11.5,0.6,3.7,7.9,1
18,33,56,7.3,0.96,-8.5,6.8,1
18,29,57,7.9,0.92,-2.3,7,1
18,21,58,2,0.1,-5.7,-4.6,0
18,43,59,22.9,0.06,9.6,9.2,0
18,51,60,13.1,0.94,3.8,12.8,0
19,44,1,10,0.96,1.7,9.9,1
19,51,2,13.1,0.94,3.8,12.8,0
19,25,3,7.4,0.02,-6.6,-6.4,1
19,45,4,2.8,0.8,1,2.2,0
19,4,5,-10,0.2,-29.2,-25.6,1
19,41,6,18.8,0.8,7.6,15.5,1
19,36,7,5,0.08,-9.1,-7.9,1
19,47,8,24.3,0.04,9.7,10.6,0
19,34,9,1.3,0.05,-4.3,-4.1,1
19,32,10,6.7,0.93,-5,5.6,0
19,38,11,6.7,0.07,-6.2,-5.1,1
19,49,12,13.4,0.5,3.8,9.9,0
19,6,13,-6.3,0.99,-15.7,-6.4,0
19,22,14,9.6,0.91,-6.4,8.7,0
19,26,15,6.4,0.05,-5.3,-4.9,1
19,58,16,20.8,0.99,8.9,20.7,0
19,28,17,5.9,0.8,-0.8,4.6,1
19,35,18,3,0.93,-7.2,2.2,0
19,40,19,6,0.98,-1.3,5.9,0
19,5,20,-1.7,0.9,-3.9,-1.9,0
19,39,21,7.4,0.3,-8.2,-6.9,1
19,18,22,-4,0.2,-9.3,-8.1,0
19,16,23,-7.1,0.07,-19.6,-18.7,1
19,43,24,22.9,0.06,9.6,9.2,1
19,46,25,17.1,0.1,6.9,8,0
19,52,26,3.5,0.09,0.1,0.5,0
19,57,27,11.5,0.6,3.7,7.9,0
19,27,28,1.6,0.93,-8.3,1.2,0
19,7,29,-5.6,0.7,-20.2,-11.7,0
19,23,30,7.3,0.8,-3.6,5.6,0
19,37,31,2.1,0.8,-8.4,1.3,0
19,1,32,-0.3,0.96,-2.1,-0.3,0
19,59,33,10.1,0.3,4.2,6,0
19,24,34,9.2,0.05,-9.5,-7.5,1
19,55,35,11.4,0.97,1.9,11,0
19,12,36,-5.4,0.94,-16.8,-6.4,0
19,14,37,-8.8,0.6,-19.5,-15.5,1
19,21,38,2,0.1,-5.7,-4.6,1
19,29,39,7.9,0.92,-2.3,7,0
19,53,40,25.7,0.1,8.1,11.5,1
19,8,41,-0.7,0.1,-6.5,-6,0
19,9,42,-5.7,0.95,-16.3,-6.1,0
19,60,43,8,0.92,0.8,7.7,0
19,3,44,-6.3,0.3,-15.2,-12.2,1
19,11,45,-1.2,0.02,-12.3,-12.1,1
19,54,46,16.5,0.01,6.9,7,1
19,42,47,17.9,0.92,7.2,17.1,0
19,31,48,6.7,0.95,-1.8,6.4,0
19,33,49,7.3,0.96,-8.5,6.8,0
19,50,50,5.8,0.04,2.7,2.8,1
19,10,51,-1.5,0.92,-6.4,-1.8,0
19,2,52,-0.9,0.95,-4.2,-1,0
19,20,53,-4.3,0.6,-16.1,-4.5,0
19,56,54,26.5,0.94,8.3,25.2,0
19,13,55,-2,0.05,-10.4,-9.4,0
19,19,56,-6.5,0.9,-17.5,-8.4,0
19,48,57,18.2,0.98,6.9,18.1,0
19,30,58,3,0.91,-7.7,1.4,0
19,15,59,-8.9,0.08,-26.3,-25.4,1
19,17,60,-9.7,0.1,-24.7,-23.8,1
20,44,1,10,0.96,1.7,9.9,0
20,1,2,-0.3,0.96,-2.1,-0.3,0
20,4,3,-10,0.2,-29.2,-25.6,1
20,43,4,22.9,0.06,9.6,9.2,0
20,28,5,5.9,0.8,-0.8,4.6,0
20,39,6,7.4,0.3,-8.2,-6.9,1
20,52,7,3.5,0.09,0.1,0.5,1
20,25,8,7.4,0.02,-6.6,-6.4,1
20,51,9,13.1,0.94,3.8,12.8,0
20,36,10,5,0.08,-9.1,-7.9,0
20,40,11,6,0.98,-1.3,5.9,0
20,22,12,9.6,0.91,-6.4,8.7,0
20,32,13,6.7,0.93,-5,5.6,1
20,14,14,-8.8,0.6,-19.5,-15.5,1
20,34,15,1.3,0.05,-4.3,-4.1,1
20,45,16,2.8,0.8,1,2.2,1
20,33,17,7.3,0.96,-8.5,6.8,0
20,46,18,17.1,0.1,6.9,8,1
20,38,19,6.7,0.07,-6.2,-5.1,1
20,24,20,9.2,0.05,-9.5,-7.5,1
20,30,21,3,0.91,-7.7,1.4,1
20,47,22,24.3,0.04,9.7,10.6,1
20,48,23,18.2,0.98,6.9,18.1,0
20,49,24,13.4,0.5,3.8,9.9,0
20,31,25,6.7,0.95,-1.8,6.4,0
20,21,26,2,0.1,-5.7,-4.6,1
20,13,27,-2,0.05,-10.4,-9.4,1
20,56,28,26.5,0.94,8.3,25.2,0
20,59,29,10.1,0.3,4.2,6,1
20,27,30,1.6,0.93,-8.3,1.2,0
20,26,31,6.4,0.05,-5.3,-4.9,0
20,23,32,7.3,0.8,-3.6,5.6,0
20,16,33,-7.1,0.07,-19.6,-18.7,1
20,54,34,16.5,0.01,6.9,7,1
20,17,35,-9.7,0.1,-24.7,-23.8,1
20,29,36,7.9,0.92,-2.3,7,0
20,7,37,-5.6,0.7,-20.2,-11.7,0
20,37,38,2.1,0.8,-8.4,1.3,0
20,55,39,11.4,0.97,1.9,11,0
20,5,40,-1.7,0.9,-3.9,-1.9,0
20,2,41,-0.9,0.95,-4.2,-1,0
20,3,42,-6.3,0.3,-15.2,-12.2,1
20,60,43,8,0.92,0.8,7.7,0
20,57,44,11.5,0.6,3.7,7.9,1
20,42,45,17.9,0.92,7.2,17.1,0
20,12,46,-5.4,0.94,-16.8,-6.4,0
20,6,47,-6.3,0.99,-15.7,-6.4,0
20,9,48,-5.7,0.95,-16.3,-6.1,0
20,53,49,25.7,0.1,8.1,11.5,1
20,19,50,-6.5,0.9,-17.5,-8.4,0
20,15,51,-8.9,0.08,-26.3,-25.4,1
20,41,52,18.8,0.8,7.6,15.5,0
20,58,53,20.8,0.99,8.9,20.7,0
20,20,54,-4.3,0.6,-16.1,-4.5,0
20,10,55,-1.5,0.92,-6.4,-1.8,0
20,11,56,-1.2,0.02,-12.3,-12.1,1
20,18,57,-4,0.2,-9.3,-8.1,1
20,8,58,-0.7,0.1,-6.5,-6,1
20,50,59,5.8,0.04,2.7,2.8,1
20,35,60,3,0.93,-7.2,2.2,0
